Stores Sale Code,Stores Normalized Activity,Stores Has Theme (Yes / No),Stores Opens At Month Name,Stores Days Open,User Built By Omg (Yes / No),Stores Products Offered Sum,Products Count Products,Products Count Brands,Orders Count Orders,Transactions Net Units
ZPNPE,Spirit Wear,No,January,10,No,2,2,1,2,2
Z7UHN,School,No,August,19,No,2,2,1,50,92
YJ8VT,Apparel,No,February,34,No,9,7,4,37,51
XWKMV,Other,No,November,13,No,2,1,1,1,0
Y5D8B,Basketball,No,October,31,Yes,35,5,4,2,0
Y7B5T,Softball,No,April,7,No,24,2,2,2,2
ZCQWB,Other,No,September,21,No,12,9,3,29,51
ZJRKC,Basketball,No,October,6,No,4,1,1,29,29
YHGZJ,Swimming,No,February,7,No,10,10,5,26,92
ZXJP7,Spirit Wear,No,October,19,No,10,8,3,31,49
YJ6R4,Lacrosse,No,February,14,No,21,12,5,10,38
YRJKY,Basketball,Yes,October,10,No,35,25,4,51,215
YYPMH,Wrestling,No,February,3,No,19,7,2,12,35
XZ2YA,Staff,No,August,22,No,28,12,3,14,24
ZZ7U3,Other,No,November,21,No,28,4,4,2,5
YU4NB,Volleyball,No,November,31,No,34,17,2,19,54
ZHKGQ,Baseball,No,January,21,No,17,5,3,14,39
Y57JJ,Cheer,No,October,21,No,6,4,2,6,8
YW7BE,Soccer,No,October,7,No,14,12,2,25,60
ZJWV6,Lacrosse,No,May,8,No,18,1,1,1,1
Z974W,Basketball,No,November,14,No,16,14,6,25,102
XGFVC,Swimming,No,October,28,No,24,9,4,9,29
ZQ6R4,Baseball,No,April,59,No,12,6,4,4,46
ZBT45,Booster Club,No,August,17,No,14,11,1,13,46
XUHJN,Track & Field,No,March,5,No,0,0,0,8,8
YPGYG,Football,No,April,25,No,16,14,7,38,156
ZQ26D,Basketball,No,October,12,No,37,13,6,14,37
ZNXKX,Other,No,February,13,No,27,3,2,2,5
ZB8KT,Cross Country,No,September,17,No,7,6,1,11,17
YK3U9,Lacrosse,No,December,47,No,6,6,2,39,116
XETRK,Spirit Wear,No,October,2,No,42,19,9,46,90
ZUVS8,Spirit Wear,No,August,22,No,22,10,3,60,138
YB6C4,Baseball,No,February,19,No,43,26,7,16,67
YDKDN,Other,No,July,20,No,3,1,1,2,3
ZQDRS,Athletic Training,No,April,21,No,13,6,1,2,9
ZK6CZ,Other,No,November,17,No,37,12,3,13,27
ZPGUF,Baseball,No,June,18,Yes,9,6,2,16,32
XJAUR,Apparel,No,April,26,No,28,10,2,47,180
ZHMJH,Basketball,No,May,14,No,17,7,5,16,33
YMNXB,Spirit Wear,No,October,17,No,13,11,5,32,51
ZW4N6,Baseball,Yes,January,7,No,39,3,1,2,3
YSCNG,Baseball,No,October,27,No,40,12,2,10,30
YDE8H,Baseball,No,April,8,No,12,10,7,14,43
Y4QJD,Soccer,No,August,1,No,23,5,2,1,6
ZRPGK,Apparel,No,November,14,Yes,45,18,8,35,70
Y63U3,Softball,No,January,30,No,24,16,5,23,103
Z4XS2,Basketball,No,November,10,No,3,3,1,10,20
XE3XX,Soccer,No,August,23,No,18,11,3,49,182
ZW3NQ,Apparel,No,December,21,No,14,2,2,2,2
XDNYB,Volleyball,No,August,8,No,13,9,7,23,56
ZQ4MZ,Dance,No,September,33,No,10,2,1,4,7
XWTU8,Gymnastics,No,September,62,Yes,6,6,2,22,71
XRF97,Track & Field,No,January,24,No,16,11,3,17,34
Y8EDP,Basketball,No,October,76,No,15,7,2,4,11
Y39Z4,Cheer,No,October,26,No,1,1,1,11,12
YBGWS,Lacrosse,Yes,February,29,Yes,34,32,15,74,242
YXADE,Basketball,No,September,72,No,42,27,7,199,638
XXTHT,Baseball,No,January,41,No,21,19,7,31,127
ZZ8Y6,Baseball,No,February,21,No,18,14,6,33,178
ZFZTR,Wrestling,No,January,2,No,11,11,5,63,246
Z6T4X,Basketball,No,September,23,No,71,18,3,17,52
YYXZ6,Baseball,Yes,June,7,No,31,25,10,30,89
Z7J5D,Football,No,November,4,No,4,4,1,50,109
YZW6Y,Police Fire & Military,No,December,21,No,54,18,5,8,41
XK6CE,Spirit Wear,No,August,8,No,68,11,7,3,17
Z24BQ,Basketball,Yes,November,19,No,7,3,2,63,146
YKH8E,Basketball,No,September,60,No,42,24,10,37,106
ZMAM4,School,No,September,32,Yes,6,4,1,5,0
YQXWE,Other,No,July,12,No,2,2,2,36,37
ZWVCM,Football,No,May,21,No,26,24,1,56,198
YPAX2,Softball,Yes,February,21,No,18,5,3,9,23
Z368N,Volleyball,No,August,10,No,6,6,1,30,87
YXDNE,Other,No,November,123,No,9,6,3,29,48
ZPT47,Soccer,No,August,18,No,24,14,5,26,91
YYF6E,Hockey,No,November,22,Yes,56,34,9,29,93
Z7JCW,Basketball,No,February,13,No,11,5,2,4,22
Z6R78,Track & Field,No,December,62,No,28,6,3,5,0
ZK6EV,Ultimate Frisbee,No,July,3,No,5,5,1,30,95
YDMMC,Softball,No,November,12,No,239,92,18,47,245
Z9355,Baseball,Yes,February,28,No,7,3,1,3,6
ZTS37,Football,No,June,35,No,34,9,6,5,23
ZCKBP,Baseball,Yes,December,48,No,22,12,2,12,36
Z9X46,Track & Field,No,February,32,No,9,9,6,14,38
ZZMQ8,Other,Yes,February,13,No,15,2,1,5,15
YFD82,Baseball,No,December,20,No,26,24,10,27,290
XYU6Y,Soccer,Yes,July,11,Yes,8,8,1,14,50
ZFYCM,Track & Field,No,February,20,No,25,13,8,38,92
Y4XZA,Basketball,No,October,6,No,20,20,3,19,154
ZJY4N,Medical,Yes,November,20,No,29,3,1,3,4
XHSG2,Soccer,No,August,13,No,14,10,4,29,97
YKXVS,Baseball,No,October,14,No,64,48,7,38,205
XQ5PU,Lacrosse,Yes,December,22,No,28,23,1,21,102
Z4EJ5,Baseball,Yes,February,3,No,20,8,2,9,23
Z5XD6,Football,No,January,34,No,31,14,2,7,26
ZHH83,Track & Field,No,March,8,No,6,6,1,36,69
ZG9GF,Spirit Wear,No,January,18,No,4,3,1,11,16
XU6RV,Volleyball,No,August,17,No,9,7,4,12,20
Z9NXH,Corporate,Yes,September,57,Yes,32,14,7,85,171
YVT8X,Baseball,Yes,January,19,No,43,27,13,41,206
Z8CWA,Baseball,No,May,9,No,18,12,4,12,26
Z5SE8,Field Day,No,May,15,No,8,8,2,26,58
ZWWK5,Hockey,No,September,7,No,1,1,1,17,18
ZQ5K4,Other,No,April,26,No,26,12,5,4,18
Y8X3J,Other,Yes,February,36,No,55,18,7,24,41
XQDVD,Dance,Yes,November,13,No,8,7,7,16,55
ZG3NM,Other,No,November,10,No,4,3,2,32,47
XZ4BB,Other,No,October,31,No,39,33,10,62,203
ZKMU8,Apparel,No,June,15,No,20,11,1,17,105
Y3WVQ,Wrestling,Yes,June,3,No,12,6,3,4,16
YBCZ2,Cheer,No,June,19,No,12,11,6,11,28
Y3DPQ,Baseball,No,May,9,No,9,6,6,12,36
ZHT23,Volleyball,No,May,46,No,8,3,1,2,0
XMZCT,Basketball,No,June,14,No,17,8,3,10,32
YKPTH,Basketball,No,October,21,No,17,17,6,45,221
XUHFB,Volleyball,No,June,61,No,12,8,1,19,113
ZYYQS,Swimming,No,November,24,No,7,5,5,27,57
Z2TYP,Martial Arts,No,November,7,No,2,2,1,17,32
XVWZG,Soccer,No,October,10,Yes,6,6,2,43,71
ZGDRZ,Other,No,December,31,No,10,3,3,4,5
XJXVY,Track & Field,No,February,17,No,23,12,3,10,33
YT2EZ,Athletics,No,August,20,No,26,2,2,1,4
YJH3K,Football,No,October,21,No,25,16,6,36,76
Z5H52,Apparel,No,August,38,No,8,6,3,19,37
XEBZR,Swimming,Yes,November,8,Yes,17,11,2,13,38
XFSVU,Swimming,No,March,4,No,4,3,2,9,12
XDMJT,Baseball,No,September,9,No,11,7,4,6,22
ZKAEY,Baseball,No,April,11,No,11,10,5,15,50
ZVF88,Wrestling,No,February,5,No,15,12,4,40,108
ZSQD5,Apparel,No,December,17,No,12,10,5,9,27
ZA8RQ,Soccer,No,April,13,No,18,14,5,6,25
ZXUYG,Baseball,No,May,6,No,12,2,1,1,0
YCEPB,Other,No,July,45,No,9,8,3,12,26
XFVHN,Spirit Wear,No,August,31,No,16,12,4,32,74
ZW58H,Volleyball,No,September,56,No,15,9,6,6,23
YUVMK,Lacrosse,No,August,29,No,37,7,3,11,43
XHPDS,Hockey,No,August,32,Yes,18,10,4,6,0
YG3V2,School,No,July,17,No,1,1,1,33,35
ZJTPT,Lacrosse,No,November,94,No,7,7,1,104,294
XPFNX,Softball,No,April,6,No,32,4,4,4,7
Y83XB,Football,No,March,6,No,3,3,2,15,27
YHNVH,Cheer,No,May,23,Yes,10,8,3,24,97
YXR2K,Other,No,September,8,No,5,5,2,11,38
XPH6K,Volleyball,Yes,January,15,No,22,17,8,38,86
ZPAY9,Football,Yes,November,6,No,16,13,1,16,37
Z2KJH,Dance,No,October,14,No,5,5,4,19,28
YV9VK,Apparel,No,January,19,No,28,1,1,1,1
YQYWP,Camp,No,June,8,No,2,2,1,11,12
ZWYS9,Hockey,No,September,40,No,48,33,13,51,160
ZRFBX,Apparel,No,May,25,No,13,10,6,14,27
YNUD6,Softball,No,August,16,No,15,11,5,14,70
YYTPD,Lacrosse,Yes,November,31,No,31,19,5,27,68
Y2MYP,Band Music & Choir,No,November,33,No,17,10,5,15,18
XDNH3,Track & Field,No,February,40,No,8,7,4,33,69
ZUN64,Field Hockey,No,July,20,No,14,13,3,37,113
XH4YP,Baseball,No,February,11,No,37,18,9,6,45
ZGH8B,Track & Field,Yes,December,54,No,8,7,1,29,74
YC2KV,School,No,May,45,No,6,6,2,37,60
YXU2A,Apparel,Yes,November,19,No,31,8,7,6,11
Y6TK4,Apparel,No,November,15,No,12,4,3,7,11
XH7N8,Cross Country,Yes,August,16,No,13,10,1,13,37
XR98P,Apparel,No,August,37,No,22,18,9,106,309
YXUMF,Other,No,December,25,Yes,18,12,7,31,71
ZWKPM,Basketball,No,November,16,No,15,9,3,8,14
Z63AK,Fundraiser,No,December,22,No,4,4,1,2,6
ZGMZT,Other,No,April,29,No,8,2,1,1,2
XSJ2K,Other,No,October,70,No,11,8,5,10,31
YRK6G,Basketball,No,November,19,No,18,6,4,5,8
ZGP63,Soccer,Yes,August,4,No,18,11,1,14,21
Z5PM7,Greek,No,August,43,No,14,5,3,3,7
YHY4Y,Apparel,No,April,15,No,3,3,2,5,12
XXRXU,PE,No,July,46,No,9,9,1,71,174
ZRBMA,Spirit Wear,No,July,66,No,64,41,9,47,132
ZYTG2,Football,No,June,45,No,20,20,1,34,176
XU99Y,Spirit Wear,Yes,July,23,No,32,30,6,102,430
ZVYPP,Other,No,November,16,No,7,6,2,22,34
XUMU6,Spirit Wear,No,August,36,No,22,10,5,19,36
XUXUG,Cross Country,No,July,32,No,46,30,8,30,80
Y26YG,PE,No,February,11,No,12,1,1,1,3
Y9M64,Softball,No,July,21,No,12,9,2,13,26
XQ4YM,Other,No,June,29,No,2,2,1,20,33
XGYRN,Wrestling,No,December,4,No,10,2,2,2,2
YTVRP,Lacrosse,Yes,February,12,No,2,2,1,12,16
XDWKY,Other,No,October,35,No,30,24,10,35,113
YHP83,Greek,No,January,35,No,1,1,1,9,10
ZTGTC,Basketball,No,September,35,No,17,12,3,6,17
ZZG76,Spirit Wear,No,June,72,No,7,7,4,116,189
ZJ5AU,Other,No,June,5,No,8,1,1,1,0
YKWJY,Baseball,No,January,41,Yes,20,15,1,22,87
YDUNJ,Basketball,Yes,December,8,No,10,8,2,12,23
ZERXH,Track & Field,No,December,7,No,17,12,4,41,79
ZJRMS,Basketball,Yes,January,10,No,7,3,1,32,44
XJS86,Spirit Wear,No,September,19,Yes,17,8,5,17,27
ZEBEU,Hockey,No,October,14,No,33,17,6,12,27
YEC7B,Cheer,Yes,April,66,Yes,42,6,1,6,10
YV2QW,Lacrosse,No,January,51,No,21,13,2,24,40
ZYXNE,Baseball,No,February,22,No,18,7,1,13,22
XJJXW,Apparel,No,November,7,No,7,6,4,25,25
ZU76R,Soccer,No,August,17,No,43,6,2,34,125
XPD32,Staff,No,August,25,No,16,11,5,34,60
YU9RF,Spirit Wear,No,September,18,No,5,4,1,33,66
YRXHQ,Volleyball,No,September,37,Yes,13,1,1,2,0
Z6YCC,School,No,November,7,No,31,10,5,7,16
YXUNP,Fundraiser,No,May,7,No,1,1,1,23,29
Y22HQ,Football,No,July,28,No,17,16,6,12,72
XH4T8,Track & Field,No,March,11,Yes,14,10,3,54,144
YGPTM,Lacrosse,No,October,23,No,20,15,5,20,68
XK9HR,Other,No,October,11,No,7,5,2,8,18
Y45AN,School,No,January,27,No,9,5,5,4,6
Y2NFN,Spirit Wear,No,September,23,No,10,10,2,72,128
XJGP6,Baseball,Yes,January,55,Yes,88,23,7,14,93
YGT79,Basketball,No,November,62,No,12,3,2,15,26
XU5CK,Baseball,No,January,31,No,103,24,10,8,27
Z9RCW,Other,No,September,9,No,21,5,1,4,7
ZW5TC,Football,No,August,11,No,25,11,2,6,0
YBVPA,Staff,No,October,15,No,22,12,4,21,28
YGPJT,Tennis,No,April,4,No,3,3,2,9,13
ZQ6J4,Cross Country,No,July,28,No,29,23,12,35,93
YGH6Y,Spirit Wear,No,August,6,No,2,2,1,38,51
XD52V,Softball,No,February,15,No,18,12,8,15,91
ZHT83,Soccer,No,November,9,No,30,18,8,24,69
YPJN9,Other,No,October,1,No,9,9,1,26,285
XZNPQ,Spirit Wear,No,August,11,Yes,34,20,9,32,59
YH6V8,Lacrosse,No,April,13,No,20,13,4,18,41
XQZNJ,Soccer,Yes,January,19,No,18,5,2,4,6
YAZ6Z,Football,Yes,August,18,No,13,5,1,15,17
ZDMJJ,Greek,No,October,6,No,2,2,1,19,28
ZT898,Football,No,March,4,No,15,3,2,8,18
XPSQV,Baseball,No,February,38,No,25,6,3,3,11
XS4FP,Tennis,No,September,26,No,14,1,1,1,0
YXBJK,Apparel,No,April,14,No,16,4,2,6,8
Y78NH,Football,No,July,19,No,52,37,11,37,151
YZWFV,Basketball,No,October,94,No,33,24,6,43,133
XX7BT,Cheer,No,August,11,No,11,10,5,18,30
ZDSAU,Volleyball,No,September,69,No,6,6,1,9,39
Z9TNY,Baseball,No,October,19,No,25,23,7,37,109
ZDJ5Q,Other,No,November,25,No,8,4,1,31,47
XH2P2,Baseball,No,June,20,No,14,10,5,12,43
Y5KCJ,Benefit,No,September,9,No,1,1,1,1,3
YDFR4,Other,No,July,94,Yes,5,3,1,20,39
Z9QD5,Swimming,Yes,January,21,No,11,6,4,3,8
YBPB5,Volleyball,No,September,19,No,19,13,1,20,64
Y2TXD,Apparel,No,October,9,No,5,4,1,5,5
YPZEE,Swimming,No,May,18,No,6,5,4,16,26
ZKGV2,Baseball,No,January,28,No,26,7,4,4,8
XVKKT,Softball,No,April,11,No,60,21,9,15,40
ZT6FQ,Swimming,No,June,20,No,2,1,1,66,104
XMEHP,Baseball,No,April,22,No,45,40,11,61,223
XQNXD,Volleyball,No,November,40,No,20,9,3,12,28
XNPXK,Athletics,No,January,17,No,8,4,3,4,8
XHMYP,Staff,No,August,46,No,4,4,1,29,38
XTMPG,Cross Country,No,July,26,No,14,12,7,29,74
ZZMKR,Baseball,No,February,11,No,21,16,2,16,69
ZUG9T,Basketball,No,October,17,No,27,8,1,18,22
XPB39,Baseball,No,April,20,No,18,10,5,5,15
YEC65,Cheer,No,October,9,No,2,2,1,6,6
Y2YR8,Fundraiser,No,July,26,No,22,22,6,45,150
ZFU92,School,No,August,27,No,37,29,9,38,125
Y3XA7,Booster Club,Yes,December,35,No,20,13,5,15,36
Y6X7E,Wrestling,No,November,18,No,14,8,5,6,15
XJWV9,PE,No,March,6,No,17,11,5,36,99
ZJ2V2,Swimming,Yes,December,9,No,4,4,1,19,39
YUS6M,Football,No,August,14,No,7,7,3,11,20
ZUS3E,Cross Country,No,August,46,No,10,8,6,13,29
Y5ZUJ,Other,No,January,10,Yes,10,1,1,1,1
Z3Y29,Apparel,No,August,29,No,56,35,9,78,247
Z726C,Spirit Wear,No,November,14,No,7,7,4,16,37
XRDC5,Other,No,October,92,No,28,17,8,28,85
YR5G7,Apparel,No,February,11,No,4,2,2,11,35
XR98R,Basketball,No,October,22,Yes,15,9,4,24,68
Y89PK,Cross Country,No,August,14,No,28,7,2,15,31
ZH7TY,Other,No,November,18,No,16,12,3,11,27
YFPSR,Spirit Wear,No,December,14,No,50,14,3,13,21
YGSBF,Cross Country,No,July,54,No,14,8,2,16,28
YJGKN,Rugby,Yes,February,12,No,18,13,4,15,68
YUU46,Police Fire & Military,No,January,15,No,1,1,1,20,26
XMHF8,Baseball,No,January,25,No,24,11,3,15,42
XQUK4,Basketball,No,October,21,No,7,7,1,31,63
YTA63,Golf,No,April,48,No,5,5,2,11,82
YE449,Basketball,No,December,9,No,19,10,5,11,32
YAAN7,School,No,October,135,No,71,32,8,141,365
Z28U2,Spirit Wear,No,December,9,No,4,4,3,30,85
ZRMEJ,Lacrosse,No,September,9,No,22,7,5,8,31
XQ3YS,Other,No,June,25,No,7,4,4,2,0
YFFS7,Football,No,April,62,No,37,28,6,21,95
ZMRPJ,Golf,No,May,3,No,4,3,1,12,57
XUHS7,Other,No,February,18,Yes,17,7,3,16,24
ZX78N,Apparel,No,September,21,No,19,13,5,33,59
XQBPY,School,No,January,10,No,1,1,1,8,8
ZK6F2,Soccer,No,August,23,No,3,3,1,39,47
XTTX9,Track & Field,No,January,45,No,33,24,1,59,186
XWEXZ,Baseball,No,November,19,No,36,23,2,19,85
YQ9VD,Track & Field,No,April,8,No,7,5,2,40,51
XS6E6,Hockey,No,October,14,No,45,29,11,30,129
YCXCZ,Hockey,No,September,13,No,33,18,8,153,3237
Z8H66,Soccer,No,July,14,No,31,10,6,9,45
YURTK,Other,No,December,25,No,11,5,2,9,16
YQYVC,Football,Yes,July,23,No,24,10,1,11,19
XWMYG,Baseball,Yes,May,6,Yes,8,8,5,11,62
YKBTU,Wrestling,No,October,15,No,22,18,8,24,135
YDUC5,PE,No,December,14,No,6,5,2,6,23
XDGWZ,Other,Yes,February,16,No,8,8,1,21,56
XX73Y,Baseball,Yes,July,2,No,6,6,3,47,151
YHCGU,Cheer,No,September,14,No,13,5,3,20,35
ZVC9R,Other,No,November,18,No,12,8,1,13,51
ZABER,Corporate,No,August,31,No,14,3,1,1,3
XXZV7,Lacrosse,No,March,5,No,14,7,5,34,104
XDBDU,Corporate,No,May,47,No,9,8,6,30,40
ZKUCV,Apparel,No,August,24,No,34,22,8,28,78
ZHY7S,Other,No,September,24,No,2,2,1,2,2
YX8AS,Other,No,September,14,No,18,6,1,17,29
ZWRQE,Soccer,No,May,90,No,24,14,2,10,91
ZVQZQ,Volleyball,No,September,12,No,12,3,1,7,8
YDKTU,Baseball,No,February,28,No,32,19,1,190,1170
Z3W54,Track & Field,No,October,31,No,8,8,2,59,152
Z6GYY,Other,Yes,January,25,Yes,23,13,1,10,37
XUU3G,Soccer,No,February,30,No,25,12,1,23,93
ZF9DS,Soccer,Yes,February,18,No,22,6,1,9,15
YYXSG,Soccer,No,June,10,No,45,29,3,15,195
XWC78,Basketball,No,November,20,No,4,4,4,12,27
XHMU4,Dance,No,November,17,No,14,10,7,11,24
ZGBS7,Dance,No,January,12,No,12,7,4,8,22
XZET7,Lacrosse,No,January,11,No,13,12,8,20,78
YJ82T,Hockey,No,September,104,No,28,26,5,327,1276
ZX98U,Baseball,No,April,67,No,35,1,1,1,1
YX6BH,Medical,Yes,December,32,No,25,8,2,21,41
ZVTYH,Water Polo,No,February,29,No,3,1,1,3,4
ZF8MP,Basketball,No,December,7,No,2,2,1,22,35
ZHU47,Other,No,August,20,No,2,1,1,33,38
XH9DA,PE,No,September,22,No,2,2,2,44,110
YA6DJ,Swimming,No,September,11,No,13,7,4,7,15
YQESM,Football,Yes,June,13,No,65,12,2,5,24
YJDWK,Wrestling,No,November,14,No,19,17,5,37,97
YGTXZ,Cross Country,No,June,26,No,12,4,1,3,9
XKXB2,Spirit Wear,No,November,14,No,18,10,6,9,16
ZXBYF,Softball,No,February,27,No,17,14,6,11,28
Z9WVZ,Basketball,No,September,18,No,9,8,3,7,16
ZWR6F,Corporate,No,November,21,No,10,7,2,14,24
Z38R4,Soccer,No,August,20,No,7,5,4,15,29
YK4ZV,Basketball,No,August,29,No,11,4,2,9,14
ZUNAN,Hockey,No,August,34,No,44,15,5,29,78
ZHRF6,Apparel,No,August,31,No,20,20,6,176,453
XTRBJ,Cross Country,No,October,8,No,5,4,1,14,34
Y38U9,Other,Yes,February,15,No,9,9,5,17,35
Y6H2E,Soccer,No,February,19,Yes,11,11,3,22,71
XXA53,Other,No,January,14,No,14,6,3,6,11
YRNMU,Volleyball,No,January,14,No,21,12,3,7,14
YD34B,Soccer,No,September,13,No,8,8,2,15,37
ZVBSB,Staff,No,October,38,No,14,6,3,10,13
XHJCB,Basketball,No,November,14,No,13,12,6,22,55
ZSDXX,Band Music & Choir,No,October,17,No,2,2,2,17,24
YMMXQ,Basketball,No,November,10,No,9,8,2,20,61
XXGW5,Softball,No,June,15,No,8,6,2,12,45
ZW5PV,Track & Field,Yes,February,35,No,36,17,5,56,102
YDUZM,Softball,No,February,10,Yes,11,11,3,30,78
XWUZY,Apparel,No,October,15,No,5,5,2,10,20
XJMZ7,School,No,September,17,No,15,8,3,7,13
Y4J3V,Apparel,No,August,30,No,13,2,2,1,2
ZZV8Y,Soccer,No,June,34,No,12,8,4,11,53
XUKTG,Baseball,No,February,18,No,12,5,3,1,6
YXH79,Baseball,No,January,32,No,26,4,2,2,5
XJRXM,Soccer,No,August,6,No,12,3,1,6,18
Y9KBH,Apparel,No,October,30,No,20,10,5,14,22
XSP3G,Football,No,July,17,No,23,22,2,59,176
ZQMAJ,Other,No,May,20,No,11,11,6,16,67
ZMFD8,Basketball,No,October,108,No,13,7,3,7,13
YMHZ5,Track & Field,No,April,12,Yes,8,8,1,31,63
XET9G,Apparel,No,February,12,No,12,4,1,5,10
Z4KAA,Baseball,No,January,3,No,16,15,5,26,69
Z639D,Swimming,Yes,February,7,No,14,11,4,26,141
Y93GJ,Apparel,No,September,21,No,14,10,6,24,56
ZD2NQ,School,No,August,15,No,19,2,1,2,7
ZAC7X,Fundraiser,No,January,17,No,7,6,3,24,44
YGSS5,Football,No,June,30,No,22,19,3,34,105
XXWVK,Volleyball,No,September,17,No,4,4,3,11,25
ZPR57,Staff,No,October,31,No,12,1,1,1,2
Z2CQ6,Wrestling,No,December,6,No,7,4,3,4,14
Z8EDM,Other,No,May,10,No,11,11,3,28,87
XT6C9,Football,No,November,6,No,4,4,2,7,25
Z68XD,Tennis,No,December,21,No,19,15,1,18,49
YXVC3,Softball,No,May,13,No,146,19,5,16,21
ZG2K7,Baseball,Yes,February,21,No,54,30,9,37,158
YJXDA,Golf,No,October,97,No,13,7,3,2,9
XWWNT,Hockey,No,November,11,No,35,9,1,9,17
XUKZV,School,No,August,17,No,15,12,5,30,79
YN4P4,Other,No,July,34,No,11,1,1,1,1
YX9K6,Athletic Training,Yes,August,17,No,29,5,2,4,7
YWWD9,Apparel,Yes,March,11,No,29,19,8,20,55
ZWVAY,Dance,No,June,19,No,7,6,4,47,91
YBBAP,Volleyball,No,August,7,No,10,6,4,24,46
ZDRM6,Swimming,Yes,December,11,No,2,2,1,13,13
YUG2A,Apparel,No,October,34,No,15,8,3,29,47
YWG3R,Soccer,No,May,156,No,36,31,10,58,373
YS4GV,Baseball,No,August,7,No,13,10,3,7,20
Y3FTM,Basketball,No,November,6,No,2,2,1,9,10
ZTXMB,Field Hockey,No,August,15,No,21,14,9,29,95
YFRYB,Cheer,No,July,20,No,42,2,2,1,2
Z5QFV,Baseball,No,November,13,No,47,23,7,25,77
ZWCUQ,Track & Field,No,June,9,No,21,11,3,41,171
YZD7K,Gymnastics,No,December,54,No,33,19,5,24,44
Z4DJ3,Band Music & Choir,No,April,1,No,44,39,10,166,595
Z64GN,Baseball,No,October,17,No,21,4,1,2,10
ZBX7H,Camp,No,October,11,No,3,2,1,1,3
YJ685,Wrestling,No,February,14,No,16,11,2,11,33
XFSPA,Football,No,August,7,No,9,7,4,20,43
XJVE9,Corporate,No,April,14,No,6,6,4,5,802
ZA3EY,Lacrosse,No,April,18,No,28,14,2,12,33
YE99K,Baseball,No,April,15,No,15,14,4,66,183
Z3V9C,Cross Country,No,September,12,No,13,8,2,21,33
YNBN2,Booster Club,No,January,6,No,103,3,3,1,3
YY635,Volleyball,No,June,39,No,32,7,1,9,16
Z9QDU,Football,No,July,13,No,18,13,8,32,112
Z6DZX,Wrestling,No,October,10,No,10,3,1,4,5
Y8NBJ,Other,No,January,8,No,26,22,8,12,180
ZATME,Football,No,May,13,No,10,9,5,16,76
XUG7P,Soccer,No,August,19,No,49,21,6,18,59
Y8HF8,Hockey,No,August,55,No,58,43,12,143,519
ZTVKY,Other,No,November,21,Yes,42,33,3,43,126
XDC5Q,Baseball,No,November,31,No,114,15,4,13,79
XW3ME,Apparel,Yes,March,13,No,0,0,0,122,169
ZE3QP,Band Music & Choir,No,June,56,No,2,1,1,16,17
YAAEX,Volleyball,No,January,14,No,10,8,3,11,37
XMRDZ,Other,No,August,117,No,6,6,3,11,23
YQDJC,Golf,No,January,1,No,18,12,1,10,35
ZNJ5Q,Baseball,No,April,52,No,52,52,12,123,1248
Z46TJ,Baseball,Yes,January,14,No,20,12,1,12,30
YTAEZ,Reunion,No,September,10,No,20,15,6,47,109
ZDPDD,Other,No,July,12,No,2,2,1,17,33
ZSMQF,Other,No,March,8,No,13,4,3,7,9
ZA7VF,School,No,August,31,No,9,8,3,51,212
YQEVP,Band Music & Choir,No,April,14,No,6,6,4,76,163
Z32RM,Dance,No,August,35,No,48,25,10,22,57
YWJVX,Swimming,No,October,37,No,5,4,3,38,61
Z2Y23,Basketball,No,December,20,No,11,7,4,17,34
YTRKK,Other,No,July,40,No,2,2,1,34,48
XV8P4,Basketball,No,May,7,No,31,4,4,2,7
XV3S5,Baseball,Yes,December,69,No,50,21,6,28,171
YRQU8,Corporate,No,December,0,No,3,3,2,928,918
ZFEEU,Other,No,February,14,Yes,24,21,10,24,103
ZN842,Baseball,No,September,34,Yes,37,14,8,10,36
YGRH2,Baseball,No,November,10,No,3,2,1,26,40
ZZBCC,Softball,No,May,8,No,4,4,3,13,45
YYYTU,Spirit Wear,No,December,21,No,1,1,1,63,199
ZVKJ5,Volleyball,No,February,1,No,20,2,2,1,2
Y6E58,School,No,September,1,Yes,18,13,7,22,79
XHX8A,Other,No,November,23,Yes,1,1,1,14,17
XDTMN,Baseball,No,October,17,No,21,8,5,4,13
ZYQYS,Softball,No,October,7,No,28,8,4,5,25
ZV4U6,Other,No,August,12,No,5,3,2,10,38
YT65V,Basketball,No,October,7,Yes,2,2,1,4,5
YDP9P,Other,No,April,27,Yes,52,39,1,57,196
ZD8H2,Baseball,No,November,12,No,29,6,2,3,0
YSUN7,Apparel,No,September,31,No,1,1,1,19,36
Y7W37,Basketball,No,October,28,No,15,7,4,15,22
ZWKQW,Other,No,January,7,No,101,3,2,3,2
XP84G,Ultimate Frisbee,No,January,12,No,12,1,1,9,10
Y6GFN,Softball,No,August,41,No,6,6,3,39,172
XEVN6,Baseball,No,April,30,No,109,16,5,1,16
YFWN7,Baseball,No,April,21,No,28,22,7,14,64
YN57K,Band Music & Choir,No,August,13,No,1,1,1,18,18
XZJ6R,Apparel,No,April,29,No,9,3,1,1,13
ZMMWC,Football,No,October,1,No,3,3,1,168,482
YERM7,Corporate,No,July,123,No,85,31,7,125,719
YRQNF,Football,No,June,19,No,2,2,1,9,21
YXTZB,Cheer,No,November,16,No,30,11,4,7,14
ZRKC6,Cross Country,No,September,9,No,11,8,2,17,41
YXQ68,School,No,April,7,No,1,1,1,52,53
